cmt,rate,genre,idmovie,iduser 
Hãy xem và bạn sẽ không hối hận!,5,3,88,34
Hãy xem và bạn sẽ không thất vọng!,4,3,42,15
Hãy xem và bạn sẽ không thất vọng.,4,3,21,48
Kịch bản thông minh và hài hước.,5,3,69,25
Không gì tốt hơn một bộ phim hài để làm sáng tỏ tâm trạng.,4,3,58,6
Không thể đếch nào tốt hơn!,3,3,67,16
Không thể nào bỏ lỡ bộ phim này.,5,3,71,20
Không thể nào bỏ lỡ phim này.,2,3,60,46
Không thể nào không yêu thích tình huống hài trong phim.,2,3,15,11
Không thể nào nói hết được tình huống hài hước trong phim.,3,3,68,22
Không thể nào nói hết về sự tuyệt vời của phim này.,3,3,49,50
Không thể nào quên được bộ phim này.,2,3,41,14
Không thể nào quên được những pha hài trong phim này.,3,3,49,48
Không thể nói đủ về sự hài hước của phim này.,2,3,27,34
Không thể nói đủ về sự vui vẻ của phim này.,4,3,7,50
Không thể nói nổi tôi đã cười như thế nào.,5,3,30,16
Diễn viên diễn xuất tuyệt vời.,4,3,34,45
Diễn viên chơi hài rất tự nhiên và duyên dáng.,3,3,72,34
Chắc chắn sẽ xem lại.,2,3,52,19
Chắc chắn sẽ xem lại lần nữa.,5,3,20,36
Tình cảm trong phim thật sự sâu sắc và xúc động.,4,3,45,5
Cả gia đình đều thích phim này.,5,3,79,47
Các diễn viên biểu diễn hài hước và tự nhiên.,3,3,13,45
Các diễn viên biểu diễn một cách hài hước và tự nhiên.,5,3,64,34
Các diễn viên đã tạo nên những pha hài rất đặc biệt.,4,3,1,33
Các diễn viên đã thể hiện tài năng hài hước đáng kinh ngạc.,3,3,45,15
Các màn diễn xuất trong phim đều xuất sắc và hài hước.,5,3,38,40
Các màn diễn xuất trong phim rất hài hước.,5,3,3,19
Các màn đối thoại trong phim thực sự hài hước.,3,3,34,17
Các nhân vật có tính cách hài hước và độc đáo.,2,3,78,8
Các nhân vật trong phim có tính cách độc đáo và hài hước.,3,3,72,30
Các tình huống độc đáo và hài hước trong phim.,3,3,88,27
Không thể nhịn cười với phim này!,5,3,19,41
Các tình huống hài hước đầy bất ngờ.,2,3,51,2
Các tình huống hài trong phim thực sự rất sáng tạo.,4,3,36,39
Cảm ơn các diễn viên đã mang lại niềm vui cho chúng tôi!,4,3,42,11
Cực kỳ hài hước và giải trí.,5,3,69,7
Cười đau cả bụng!,3,3,54,4
Cười đến chảy nước mắt!,4,3,15,33
Cười không hết với những tình huống trong phim.,5,3,34,41
Cười không ngừng!,3,3,1,15
Cười nghiêng ngả với bộ phim này.,5,3,84,42
Cười suốt bộ phim!,2,3,52,26
Cười suốt từ đầu đến cuối.,4,3,28,35
Chắc chắn sẽ chia sẻ về phim này với bạn bè.,4,3,78,2
Chắc chắn sẽ giúp bạn thư giãn và cười thoải mái.,5,3,70,28
Các tình huống hài trong phim đều rất sáng tạo.,4,3,34,30
Phim hài đặc sắc!,5,3,89,17
Không thể tin được có nhiều tình huống hài hước độc đáo như vậy.,2,3,62,44
Mỗi tình tiết đều mang lại tiếng cười phấn khích.,4,3,26,13
Ở đây có nhiều pha hài hước thú vị.,5,3,1,27
Phim có khả năng khiến bạn cười không ngừng.,5,3,55,3
Phim có một cốt truyện hài hước và lôi cuốn.,4,3,39,9
Phim có nụ cười phủ khắp từ đầu đến cuối.,5,3,58,3
Phim có nhiều tình huống hài hước độc đáo.,2,3,91,43
Phim có những pha hài độc đáo và không thể đoán trước.,4,3,91,43
Phim có những tình huống hài độc đáo và sáng tạo.,3,3,64,4
Phim có những tình huống hài hước độc đáo và bất ngờ.,5,3,17,26
Phim đã gây ra sự phấn khích và tiếng cười không ngừng.,4,3,1,16
Phim đã khiến tôi cười đến nước mắt.,5,3,73,24
Phim đã khiến tôi cười không ngừng.,4,3,37,47
Phim đã khiến tôi cười sảng khoái và hạnh phúc.,3,3,6,50
Phim đã khiến tôi cười suốt thời gian xem.,2,3,48,48
Phim đã làm tôi cười đến nước mắt.,5,3,62,2
Phim đã làm tôi cười nhiều hơn bất kỳ bộ phim nào tôi từng xem.,2,3,38,38
Phim đã làm tôi cười nhiều hơn bất kỳ phim hài nào tôi đã xem.,2,3,73,45
Phim đã làm tôi cười nhiều hơn bất kỳphim hài nào tôi đã xem.,4,3,49,24
Phim đã làm tôi cười suốt thời gian xem.,4,3,19,3
Phim đã mang đến tiếng cười và niềm vui cho mọi người.,3,3,30,25
Phim đã mang đến tiếng cười và sự thư giãn cho tôi.,2,3,89,47
Phim đã tạo ra một không gian thú vị và hài hước.,5,3,31,17
Phim đáng xem nếu bạn muốn có một trái tim vui vẻ và thoải mái.,2,3,12,47
Phim đáng xem nếu bạn muốn thư giãn và có được một trái tim vui vẻ.,5,3,69,30
Phim đem lại tiếng cười sảng khoái từ đầu đến cuối.,2,3,63,14
Phim đem lại tiếng cười sảng khoái và thú vị.,5,3,62,8
"Nếu bạn muốn một buổi tối vui vẻ, đây là phim dành cho bạn.",4,3,72,29
"Nếu bạn muốn giải trí, đây là lựa chọn hoàn hảo.",3,3,49,22
"Nếu bạn muốn cười, hãy xem phim này!",2,3,50,28
"Nếu bạn cần một cười, đừng bỏ lỡ phim này!",3,3,79,1
Một bộ phim đáng xem nếu bạn muốn tìm kiếm niềm vui trong cuộc sống.,3,3,31,43
Một bộ phim đáng xem nếu bạn muốn thư giãn và cười thoải mái.,4,3,6,46
Một bộ phim đáng xem nếu bạn muốn thư giãn và cười.,2,3,21,39
Một bộ phim giải trí tuyệt vời với nhiều tình huống hài hước.,2,3,28,10
Một bộ phim hài kinh điển.,3,3,47,5
Một bộ phim hài rất đáng xem!,5,3,66,11
Một bộ phim hài tuyệt vời cho mọi người.,5,3,90,49
Một bộ phim hài tuyệt vời với diễn xuất xuất sắc.,3,3,9,9
Một bộ phim hài tuyệt vời với nhiều tình huống hài hước và bất ngờ.,2,3,91,15
Một bộ phim hài tuyệt vời với những tình huống hài hước độc đáo.,5,3,30,16
Một bộ phim hài tuyệt vời với những tình huống hài hước không thể đoán trước.,2,3,88,41
Một bộ phim hài thú vị và hài hước.,2,3,36,37
Mỗi tình huống trong phim đều khiến tôi cười vỡ bụng.,5,3,67,25
Một bộ phim vui nhộn không thể bỏ qua.,5,3,47,48
Một phim hài đáng xem lặp đi lặp lại.,2,3,62,21
Một phim hài đáng xem với nhiều tình huống hài hước độc đáo.,5,3,52,16
Một phim hài không thể bỏ lỡ.,5,3,29,10
Một phim hài tuyệt vời với những tình huống hài hước vô cùng sáng tạo.,3,3,16,29
Một phim hài thú vị và đầy tiếng cười.,4,3,10,7
Một phim hài xuất sắc khó tìm thấy.,5,3,40,38
Một tác phẩm vui nhộn không thể bỏ qua.,5,3,57,47
Một tuyệt phẩm trong thể loại phim hài.,3,3,51,46
Một trải nghiệm hài hước đáng nhớ.,4,3,17,6
Một trải nghiệm tuyệt vời!,4,3,60,41
Một trong những bộ phim hài tốt nhất mà tôi từng xem.,2,3,63,14
Một trong những phim hài tốt nhất mọi thời đại.,5,3,90,42
Một phim hài ấn tượng.,5,3,25,1
Không thể tin nổi mình có thể cười như vậy.,4,3,48,46
Phim hài đỉnh điểm!,2,3,120,48
Phim hài đỉnh cao!,5,3,120,28
Diễn viên chơi hài rất tự nhiên và duyên dáng.,3,3,98,33
Diễn viên diễn xuất tuyệt vời.,4,3,98,19
Diễn xuất của các diễn viên rất duyên dáng và hài hước.,4,3,98,26
Đáng để dành thời gian xem.,2,3,98,48
Đánh giá 10/10!,4,3,99,30
Đây là một bộ phim tạo nên những khoảnh khắc vui vẻ.,4,3,99,1
Đề nghị cho tất cả mọi người xem phim này.,4,3,99,41
Hài hước là điểm đặc biệt của phim này.,3,3,99,37
Hãy xem phim này và bạn sẽ biết tại sao tôi yêu nó.,4,3,100,50
Hãy xem và bạn sẽ biết tại sao nó lại nổi tiếng.,5,3,100,43
Hãy xem và bạn sẽ biết tại sao tôi yêu nó.,5,3,100,7
Hãy xem và bạn sẽ không hối hận!,3,3,100,2
Hãy xem và bạn sẽ không thất vọng!,3,3,101,43
Hãy xem và bạn sẽ không thất vọng.,3,3,101,42
Kịch bản thông minh và hài hước.,4,3,101,45
Không gì tốt hơn một bộ phim hài để làm sáng tỏ tâm trạng.,2,3,101,18
Không thể đếch nào tốt hơn!,4,3,102,7
Không thể nào bỏ lỡ bộ phim này.,2,3,102,14
Không thể nào bỏ lỡ phim này.,3,3,102,12
Không thể nào không yêu thích tình huống hài trong phim.,3,3,102,27
Không thể nào nói hết được tình huống hài hước trong phim.,4,3,103,39
Không thể nào nói hết về sự tuyệt vời của phim này.,5,3,103,32
Không thể nào quên được bộ phim này.,5,3,103,7
Không thể nào quên được những pha hài trong phim này.,2,3,103,50
Không thể nói đủ về sự hài hước của phim này.,3,3,104,39
Không thể nói đủ về sự vui vẻ của phim này.,2,3,104,33
Không thể nói nổi tôi đã cười như thế nào.,5,3,104,44
Chắc chắn sẽ xem lại.,3,3,97,40
Chắc chắn sẽ xem lại lần nữa.,3,3,97,29
Chắc chắn sẽ giúp bạn thư giãn và cười thoải mái.,5,3,97,15
Chắc chắn sẽ chia sẻ về phim này với bạn bè.,3,3,97,41
Phim tình cảm này đã để lại ấn tượng mạnh mẽ với tôi.,4,3,90,37
Phim tình cảm này đúng là món quà cho người yêu phim.,4,3,90,45
Phim tình cảm này thực sự đáng xem lặp đi lặp lại.,4,3,90,25
Tình cảm trong phim thật sâu sắc và đáng nhớ.,2,3,90,34
Tình cảm trong phim thật sự sâu sắc và xúc động.,3,3,91,2
Cả gia đình đều thích phim này.,4,3,91,19
Các diễn viên biểu diễn hài hước và tự nhiên.,5,3,91,33
Các diễn viên biểu diễn một cách hài hước và tự nhiên.,4,3,91,18
Các diễn viên đã tạo nên những pha hài rất đặc biệt.,2,3,92,42
Các diễn viên đã thể hiện tài năng hài hước đáng kinh ngạc.,3,3,92,5
Các màn diễn xuất trong phim đều xuất sắc và hài hước.,2,3,92,25
Các màn diễn xuất trong phim rất hài hước.,4,3,92,30
Các màn đối thoại trong phim thực sự hài hước.,3,3,93,30
Không thể nhịn cười với phim này!,2,3,104,31
Các nhân vật có tính cách hài hước và độc đáo.,4,3,93,27
Các tình huống độc đáo và hài hước trong phim.,2,3,93,4
Các tình huống hài hước đầy bất ngờ.,2,3,94,36
Các tình huống hài trong phim đều rất sáng tạo.,5,3,94,13
Các tình huống hài trong phim thực sự rất sáng tạo.,4,3,94,24
Cảm ơn các diễn viên đã mang lại niềm vui cho chúng tôi!,5,3,94,24
Cực kỳ hài hước và giải trí.,3,3,95,44
Cười đau cả bụng!,5,3,95,21
Cười đến chảy nước mắt!,2,3,95,16
Cười không hết với những tình huống trong phim.,3,3,95,41
Cười không ngừng!,3,3,96,29
Cười nghiêng ngả với bộ phim này.,4,3,96,3
Cười suốt bộ phim!,3,3,96,37
Cười suốt từ đầu đến cuối.,2,3,96,36
Các nhân vật trong phim có tính cách độc đáo và hài hước.,5,3,93,45
Phim hài đỉnh cao!,2,3,75,31
Không thể tin được có nhiều tình huống hài hước độc đáo như vậy.,4,3,105,35
Mỗi tình huống trong phim đều khiến tôi cười vỡ bụng.,3,3,105,13
Phim có khả năng khiến bạn cười không ngừng.,3,3,113,48
Phim có một cốt truyện hài hước và lôi cuốn.,3,3,114,31
Phim có nụ cười phủ khắp từ đầu đến cuối.,5,3,114,24
Phim có nhiều tình huống hài hước độc đáo.,2,3,114,6
Phim có những pha hài độc đáo và không thể đoán trước.,2,3,114,9
Phim có những tình huống hài độc đáo và sáng tạo.,2,3,115,40
Phim có những tình huống hài hước độc đáo và bất ngờ.,4,3,115,16
Phim đã gây ra sự phấn khích và tiếng cười không ngừng.,5,3,115,35
Phim đã khiến tôi cười đến nước mắt.,5,3,115,6
Phim đã khiến tôi cười không ngừng.,2,3,116,26
Phim đã khiến tôi cười sảng khoái và hạnh phúc.,4,3,116,16
Phim đã khiến tôi cười suốt thời gian xem.,5,3,116,27
Phim đã làm tôi cười đến nước mắt.,2,3,116,16
Phim đã làm tôi cười nhiều hơn bất kỳ bộ phim nào tôi từng xem.,3,3,117,10
Phim đã làm tôi cười nhiều hơn bất kỳ phim hài nào tôi đã xem.,2,3,117,40
Phim đã làm tôi cười nhiều hơn bất kỳphim hài nào tôi đã xem.,5,3,117,37
Phim đã làm tôi cười suốt thời gian xem.,5,3,117,35
Phim đã mang đến tiếng cười và niềm vui cho mọi người.,2,3,118,37
Phim đã mang đến tiếng cười và sự thư giãn cho tôi.,5,3,118,2
Phim đã tạo ra một không gian thú vị và hài hước.,3,3,118,27
Phim đáng xem nếu bạn muốn có một trái tim vui vẻ và thoải mái.,3,3,118,17
Phim đáng xem nếu bạn muốn thư giãn và có được một trái tim vui vẻ.,3,3,119,20
Phim đem lại tiếng cười sảng khoái từ đầu đến cuối.,2,3,119,13
Phim đem lại tiếng cười sảng khoái và thú vị.,3,3,119,7
Phim đưa tôi vào một thế giới hài hước.,4,3,119,15
Phim hài đặc sắc!,3,3,120,36
Phim hài đỉnh cao của năm.,4,3,120,17
Ở đây có nhiều pha hài hước thú vị.,3,3,113,34
"Nếu bạn muốn một buổi tối vui vẻ, đây là phim dành cho bạn.",3,3,113,7
"Nếu bạn muốn giải trí, đây là lựa chọn hoàn hảo.",4,3,113,21
"Nếu bạn muốn cười, hãy xem phim này!",4,3,112,48
Mỗi tình tiết đều mang lại tiếng cười phấn khích.,3,3,105,41
Một bộ phim đáng xem nếu bạn muốn tìm kiếm niềm vui trong cuộc sống.,2,3,106,33
Một bộ phim đáng xem nếu bạn muốn thư giãn và cười thoải mái.,4,3,106,15
Một bộ phim đáng xem nếu bạn muốn thư giãn và cười.,2,3,106,48
Một bộ phim giải trí tuyệt vời với nhiều tình huống hài hước.,3,3,106,34
Một bộ phim hài kinh điển.,4,3,107,36
Một bộ phim hài rất đáng xem!,4,3,107,10
Một bộ phim hài tuyệt vời cho mọi người.,5,3,107,3
Một bộ phim hài tuyệt vời với diễn xuất xuất sắc.,3,3,107,24
Một bộ phim hài tuyệt vời với nhiều tình huống hài hước và bất ngờ.,2,3,108,12
Một bộ phim hài tuyệt vời với những tình huống hài hước độc đáo.,3,3,108,39
Một bộ phim hài tuyệt vời với những tình huống hài hước không thể đoán trước.,4,3,108,35
Một bộ phim hài thú vị và hài hước.,4,3,108,39
Không thể tin nổi mình có thể cười như vậy.,5,3,105,15
Một bộ phim vui nhộn không thể bỏ qua.,5,3,109,12
Một phim hài đáng xem lặp đi lặp lại.,2,3,109,45
Một phim hài đáng xem với nhiều tình huống hài hước độc đáo.,5,3,109,46
Một phim hài không thể bỏ lỡ.,5,3,110,44
Một phim hài tuyệt vời với những tình huống hài hước vô cùng sáng tạo.,4,3,110,24
Một phim hài thú vị và đầy tiếng cười.,4,3,110,11
Một phim hài xuất sắc khó tìm thấy.,4,3,110,20
Một tác phẩm vui nhộn không thể bỏ qua.,4,3,111,5
Một tuyệt phẩm trong thể loại phim hài.,5,3,111,49
Một trải nghiệm hài hước đáng nhớ.,4,3,111,12
Một trải nghiệm tuyệt vời!,3,3,111,8
Một trong những bộ phim hài tốt nhất mà tôi từng xem.,2,3,112,2
Một trong những phim hài tốt nhất mọi thời đại.,5,3,112,32
"Nếu bạn cần một cười, đừng bỏ lỡ phim này!",2,3,112,33
Một phim hài ấn tượng.,2,3,109,1
Phim hài đỉnh điểm!,4,3,91,13
